Word,Entropy
coupe,4.924990763171158
daily,4.924069927825321
baton,4.923688249948154
suave,4.92230650970467
mange,4.921482040344742
model,4.920662668164142
flirt,4.920167509976415
fried,4.919598308449699
track,4.918854485990657
adept,4.917918330624443
scaly,4.917250719447683
deity,4.916759641359105
truly,4.916076995661512
tonic,4.915772538376148
acrid,4.9152160041399915
uncle,4.914237070908502
align,4.911672220020044
tramp,4.911393154508264
taste,4.910461910410353
flame,4.909516223675032
scald,4.908793326309081
terra,4.9085143173460075
lemur,4.9077405418039435
corny,4.9071069261672
curio,4.907033832607153
sonic,4.907011036079035
braid,4.90659169124318
state,4.90627405748749
scrap,4.9061062225765815
token,4.905765603880232
upset,4.905000410930274
lemon,4.903975085562449
depot,4.903866218122515
berth,4.9035202697977445
sneak,4.903240747541955
draft,4.902570227933352
scion,4.901977285667654
daisy,4.90180104101437
minor,4.900736597359247
twice,4.900375546528515
sinew,4.900274071009897
cower,4.90000597082441
chain,4.898979222105767
navel,4.898775824968076
grand,4.89821363431549
claim,4.898012894609876
plaid,4.896979724288237
broad,4.896030433516788
lover,4.895145780382104
begat,4.894557324271328
storm,4.894279761853249
cease,4.894187127224595
abide,4.89357299920942
brave,4.893482599781886
flute,4.892997438237534
nasty,4.892383439632842
latch,4.890983493144795
mural,4.8900511857015205
trait,4.8898181310860425
valor,4.889384312318375
rapid,4.887023111618575
reset,4.886862524557497
tango,4.88616252421257
spurt,4.886014714292012
mayor,4.8852601315433155
antic,4.884227308703007
spray,4.884193282325507
audit,4.884057709942019
rhino,4.8830695832119355
sadly,4.8823367314360135
inept,4.881241606725084
croak,4.880668895331336
lodge,4.879420507015757
adult,4.879185892072012
crisp,4.878565881837307
usage,4.878267512734384
mason,4.878242827183599
stoic,4.878142741185007
oaken,4.877583094975887
abled,4.877487260206583
value,4.8767203893075015
brash,4.876680994343068
soapy,4.875621098133493
flora,4.875266584307869
gaunt,4.873633516252519
wager,4.872882938279294
macro,4.8720008095443115
edict,4.871865869891994
foist,4.87142495014329
skirt,4.870751060357076
fecal,4.870340416046632
abode,4.867953429361448
angst,4.866340665088708
fable,4.865925895335312
grasp,4.865878354902431
today,4.865685085727692
liver,4.86546728900629
ralph,4.86532529400582
brand,4.865287589421813
stony,4.86465486941638
south,4.864546684333604
shave,4.86377168129803
along,4.862433656734607
scout,4.862409950570063
amber,4.861623520835697
dunce,4.860623236007211
under,4.860277613842719
tepid,4.860201085695621
cagey,4.859438058566976
scalp,4.858842257373704
glint,4.85855166492555
crawl,4.857326516443991
stalk,4.85589230594549
straw,4.85561497339573
verso,4.853905409520955
amble,4.851186756026177
shout,4.851173829442079
poesy,4.851009313420327
surly,4.850228168388312
aloud,4.849443006986363
third,4.846992792336937
chard,4.8451182995912
tonga,4.844801012318456
tarot,4.842649684061343
cobra,4.8415931347049606
lunge,4.84110726072821
piney,4.841057045147217
scram,4.840446044206978
noisy,4.840199223524924
adobe,4.8395074217359735
honey,4.839492329773344
unlit,4.83850068869557
reply,4.838178884760254
stove,4.838177397094425
chide,4.837758900981582
round,4.837188076964274
tumor,4.837041929968242
patsy,4.835734941215097
randy,4.834883755961785
fault,4.83371971897118
gaily,4.833301535278567
cloth,4.832679916119365
crank,4.832247244445107
piety,4.831072836540543
drive,4.831046980835914
weird,4.8307891038244755
moult,4.830653265101347
rehab,4.830153379454785
basin,4.829880584246981
palsy,4.8297937973552125
covet,4.829477963664729
maker,4.828504063913902
purge,4.826169798166858
wrath,4.824615223013383
image,4.82345845642182
burst,4.8227738045603035
saucy,4.822210738762161
forge,4.821560017146676
cover,4.820650404527471
liken,4.819648486920744
perch,4.819239598463371
chaos,4.8191408547946155
halve,4.818868748361813
guilt,4.8153732094556085
wheat,4.815340090325429
lurid,4.814795530884646
drove,4.814198999558676
slurp,4.811700106580964
arena,4.810640701172279
grunt,4.810387324049698
debit,4.810076049156929
gleam,4.8093027061335825
overt,4.807919924949186
grief,4.8074649153161015
title,4.807128143867594
lumen,4.806717205000792
easel,4.806706946490834
owner,4.806473975081997
leafy,4.805725245616867
voice,4.805341807588725
robin,4.805120713716078
eaten,4.804743193202798
felon,4.804387268487574
clove,4.8038004947204405
olive,4.803758457973271
blurt,4.803528884538819
shrew,4.803241174523275
chafe,4.802949407656407
viral,4.802924307650498
caput,4.8028613800108015
threw,4.802657392634163
fruit,4.802363857185681
graft,4.8015399270039065
elite,4.801488812239805
screw,4.800174944677477
baker,4.799370191029402
cleft,4.79872268263526
golem,4.798161906269508
twirl,4.798009270796303
amend,4.796868183109069
prove,4.796772987438724
clerk,4.794902979412635
donut,4.794239916687734
raspy,4.794060668241053
rabid,4.7930415100482096
beach,4.792088897949576
until,4.790849828962562
while,4.790649125919074
brunt,4.789469708901194
steer,4.78918278679422
niche,4.788736972087037
clang,4.788350749881499
fairy,4.786967329950506
swirl,4.786911695743914
dirty,4.785971468301078
sandy,4.785798659283352
unmet,4.785749686617303
money,4.7825312491210825
tense,4.782103968872494
spout,4.781841850251279
thief,4.780796728509666
decay,4.780392822695836
media,4.780389111801165
broke,4.777130497341005
globe,4.776893655823269
shunt,4.775298089139916
built,4.775009399825683
inlay,4.775007912977564
break,4.77479471517868
white,4.774364168025367
knelt,4.774335719918661
aunty,4.774181390699239
pansy,4.772341015480974
stank,4.772193335618684
infer,4.7708078416425685
broth,4.769856495427703
yield,4.768894338961148
sperm,4.768414481765488
loamy,4.76783554701172
whole,4.767288712178782
gland,4.76656821561816
cheap,4.765589927518155
fresh,4.764893017034015
mourn,4.764743543939577
tubal,4.764582499695462
biome,4.764163976680648
leaky,4.76376376175991
bilge,4.763597078125492
wider,4.763114658767
burnt,4.762661670842361
lousy,4.762637030241941
brief,4.762606400877279
power,4.761780548050717
hinge,4.7612393138263664
nerdy,4.760946505004772
deign,4.760342358715848
pasty,4.760003599095622
habit,4.759708910454546
chime,4.759570487699658
sound,4.759315483476232
china,4.759236635322402
stork,4.758858837605528
foyer,4.7582073957258375
wince,4.7577355684339375
cabin,4.755960723790252
exalt,4.755335981497681
usher,4.755303001445107
boney,4.753907075211288
pinto,4.7523910776363785
carat,4.752277965334167
reuse,4.75210778342266
relax,4.751602384218069
poker,4.75032183651671
warty,4.750189018892653
racer,4.74859366001534
sneer,4.74832089814879
slack,4.746895291063413
crier,4.746632771897796
panic,4.745657398302939
rival,4.7450857914060345
horny,4.743293286051099
sling,4.742690016986585
shark,4.741955504007146
drawl,4.741537322907031
novel,4.741269091619895
modal,4.740732512311303
whose,4.740475040154573
drank,4.740413620105547
march,4.740305124904186
loose,4.7394436024866025
croup,4.738059055187319
heady,4.7378051459348685
mount,4.737566464384302
flake,4.737238353535224
adopt,4.735950884427016
parer,4.735855171826096
foray,4.735775956101375
toast,4.735340011064727
tract,4.735151201446569
final,4.7348030081632455
urban,4.734711914249041
mercy,4.73390920778836
guard,4.732374093508515
hyena,4.7317751471147895
often,4.731368274080044
mirth,4.731095627287814
tiara,4.730722697924645
steel,4.730368253721746
began,4.729008191581964
decry,4.727802732469135
altar,4.726283140057057
dowel,4.726276219847951
hasty,4.726087527065587
flint,4.725810984985962
fiery,4.725743510174803
login,4.725606821067436
glory,4.7254212216995635
rusty,4.725316954234513
demur,4.725244470363387
aptly,4.724542874468953
truer,4.724162636993893
scarf,4.7229279481949815
gavel,4.7218348079674275
prank,4.720738423079455
start,4.720705798586973
cramp,4.720390239676632
scold,4.720074437583678
faith,4.719302003436233
spend,4.719003183404456
sworn,4.717254100098496
spike,4.716983527614665
guide,4.716934276822931
wafer,4.71674934745038
plume,4.716733894921998
charm,4.716685410136408
trick,4.716631127432232
girth,4.715563264341791
bland,4.714776442163916
rebus,4.7143799208153245
tulip,4.712617380277943
cloak,4.712424443668066
crush,4.711162665961136
shaft,4.710623642809518
three,4.708658985416655
flyer,4.708485442522967
scree,4.708253872874634
riser,4.70711085341266
vault,4.707099160437576
grove,4.706420484574236
could,4.70506088838582
spurn,4.704432235089991
tangy,4.702846563689153
curve,4.702417303755402
azure,4.701182596914439
graze,4.700971791209529
ombre,4.700465548294774
asset,4.700330367292118
corer,4.6999911660362805
salvo,4.698713844176929
gonad,4.697182335392986
drift,4.696789412404821
vital,4.695652190410626
dicey,4.694392725512928
whine,4.6929320297646795
manly,4.691997341605016
badge,4.6911796059187925
drawn,4.6906155359393376
haven,4.69032434547698
bacon,4.688028678138714
elfin,4.686028921400575
about,4.6852914359853
birth,4.683538057578958
freak,4.683398211704842
clank,4.6830153788307705
prism,4.680890679352285
demon,4.680577116178935
denim,4.680434161213732
gnome,4.67931423982575
mower,4.677867249325301
taint,4.677111741475711
diver,4.676724356369425
amity,4.676669601513246
chord,4.676084358936262
hover,4.675882852847594
inane,4.67540260084698
tunic,4.675046517698833
froth,4.6750201087976935
flour,4.674213861312432
spoke,4.672847124896202
aorta,4.67238955578277
curly,4.672338810062295
proud,4.672024207658925
spark,4.671743789895451
surer,4.67167529698372
hotly,4.6714785977436515
speak,4.67077031134422
coven,4.670048003127343
micro,4.669520692514596
ethos,4.668326148807331
blend,4.6673187814622725
ovine,4.665940172114217
patch,4.665320389665451
ladle,4.663252112830963
dwelt,4.662506449492849
retro,4.6604248765527645
topic,4.660149242233317
girly,4.65992461802773
slink,4.659687832719091
grind,4.659482219297919
angry,4.659229458312048
vicar,4.6576607123580125
gnash,4.657432632096822
cloud,4.657329691136261
slimy,4.655940403524536
field,4.65583241172206
shove,4.6555375384657935
fiber,4.653451579700116
prawn,4.653049532836155
binge,4.653035373507209
shiny,4.6528811479342895
visor,4.652705196436469
there,4.652153649380731
buyer,4.652071884823792
manic,4.652057505924716
tempo,4.651487048004303
beady,4.651101171050131
greet,4.65085726503282
neigh,4.650539410599781
flash,4.650083803828634
voila,4.649917292146642
wreak,4.649224180653426
hardy,4.649032941659515
incur,4.647996164687085
erect,4.646898486227035
touch,4.646619907070372
turbo,4.646173514583047
impel,4.644168604743758
fetid,4.643981227410995
focal,4.643474891049898
porch,4.643129831665686
ghost,4.64184645849802
primo,4.641273747382492
briny,4.6397670377948685
troll,4.639198544468453
dopey,4.6387577697081825
wield,4.638348203523268
bloke,4.638311643100216
forth,4.637916617614727
cavil,4.636185406203161
locus,4.635088849355891
swath,4.635042707184622
roost,4.6346226663855905
bison,4.634068959078303
cyber,4.633689080754068
peace,4.632767017525722
spree,4.6320028167738725
graph,4.631324341582543
tipsy,4.630583811466845
drier,4.63009400840485
sting,4.629378057783525
stack,4.628156761853761
midst,4.6278681919337155
flesh,4.627015892972838
agree,4.626389851753944
churn,4.6256153586754385
stamp,4.624799633181199
crypt,4.623529819948404
flout,4.622568034513597
blunt,4.621203543611708
vaunt,4.621037776503921
smith,4.618877053177371
harpy,4.618592444664198
throb,4.618520672699421
admit,4.617513993626192
hovel,4.617311363014772
beret,4.6166211841688725
fraud,4.615867701373519
shawl,4.614945164501267
right,4.614890792621111
viper,4.614494646076012
eight,4.614092406823701
smoke,4.6121548861578825
prong,4.61143286502596
vapor,4.610025606610916
shelf,4.6090717378771435
lyric,4.608957776384935
lurch,4.608028595363875
deter,4.60745523067415
trunk,4.606616173341203
sheer,4.605418775825731
noose,4.605275626056129
viola,4.605252448191463
forty,4.604608008959316
welsh,4.6045750203692695
tulle,4.604121812405423
candy,4.603579537563577
mover,4.603442182515162
lusty,4.60330330278925
basic,4.602744249445585
waver,4.602657943978467
rhyme,4.602393858800778
notch,4.602060557727099
debut,4.6020029843819374
ingot,4.598903715225827
abhor,4.598528516418663
sheet,4.598443141852137
prize,4.598040613786282
sheik,4.597724931614634
widen,4.597695560586225
crown,4.597367056367458
swept,4.596370340052197
disco,4.595888106658933
bleak,4.595724614711989
waive,4.595581216602357
rearm,4.595265860587794
gourd,4.595149523301617
shady,4.5944030716301025
thank,4.593539079038631
bugle,4.592816146893277
worth,4.5927623299352645
eagle,4.5922890410194785
total,4.591852272801902
audio,4.590283746704056
brawl,4.589917308802057
sprig,4.589021739531566
erode,4.586684624654004
allot,4.586142309517538
otter,4.585003745089747
snack,4.584797526141009
paper,4.584734782351037
maybe,4.584297532235364
stall,4.584065376003354
chirp,4.582471209445652
bowel,4.582128040639802
swarm,4.581816234860023
glove,4.581743140905438
shank,4.581742009461441
agony,4.5812387859893
hyper,4.5804635889347525
giver,4.580257890767317
frond,4.579431663449587
nomad,4.5791854894957815
enter,4.579176582896328
decoy,4.578419772173037
world,4.5780568203517475
glaze,4.577917570041148
lingo,4.577223810309099
match,4.57667798117836
caulk,4.574863908658558
fetus,4.57083583025944
chief,4.570626214898673
plank,4.5702321201385985
befit,4.5684893877708665
spiny,4.568437248368481
dread,4.568275294320409
knead,4.567323325133704
unity,4.566550022436759
clamp,4.566471956892073
preen,4.566268119964772
bulge,4.565754994102855
tawny,4.565698514014259
psalm,4.5642465425319525
depth,4.564202833430175
eager,4.563722941589378
evict,4.562797851801419
slick,4.56131654979996
month,4.561023039781314
fiend,4.5604497263263735
choke,4.559815845994181
aware,4.559505630044179
laugh,4.558987546415259
anvil,4.558961525218774
algae,4.557734091612974
cling,4.55727476514641
agate,4.555955884591148
extra,4.555006210394398
linen,4.554898390567388
stink,4.554564787300302
bused,4.553112873927256
dried,4.552681798594095
thyme,4.551927194084864
sight,4.551738020332286
masse,4.551632067994811
child,4.5514818399513794
devil,4.549763600053393
being,4.5493064823536065
maize,4.549219658100531
chasm,4.549175612793448
movie,4.548899490300522
sumac,4.5488811659808075
synod,4.548809888625233
lefty,4.545565240294119
exact,4.545151057294813
suing,4.544697040607112
lapel,4.544148053300125
shirk,4.544041422788606
hazel,4.543328973262824
gazer,4.542958639233849
begin,4.540638530135062
epoch,4.5404269052334305
ruler,4.539422519567681
bicep,4.539171085332865
rough,4.5390621714195785
sword,4.536148574782722
atoll,4.536032831791625
ethic,4.536012856376072
abate,4.533979940849058
alley,4.5339663677002395
awoke,4.533700650420361
mauve,4.533279647681577
ester,4.533106304688095
vista,4.5326666597986005
apart,4.531578907280366
slung,4.5308371111945265
quiet,4.530254674525779
vocal,4.529568290306875
brawn,4.528770052854684
batch,4.528256255092824
prowl,4.5280546932260375
belch,4.527569098495816
blond,4.526500884392832
torso,4.5262176184622165
blaze,4.525793386573893
derby,4.5252687113026155
gusto,4.5234912606878925
gamut,4.5228769115574154
savoy,4.521473645744338
humor,4.521240194484212
logic,4.520838359752611
afoul,4.520531090471031
exist,4.520500248847638
yacht,4.520263212037805
heath,4.519085120920336
women,4.518557512961575
crimp,4.518158355164432
drink,4.517453160026919
sleep,4.517391181575596
pouty,4.517162807916189
meter,4.517073519391541
rebar,4.516549639690136
snaky,4.516532869699473
shift,4.5165178417543315
group,4.515707825263871
feign,4.5154892414460415
datum,4.514206214744792
